train_loss,test_loss
0.06485866162337756,0.054365878850221636
0.045087037619791534,0.042867178916931155
0.04137553010331957,0.041017999947071074
0.039839261597708654,0.040420114398002624
0.03881521383398458,0.03935040265321731
0.038042308978344264,0.03860030591487885
0.03745656805603128,0.038278663903474806
0.0369834099396279,0.03798175305128097
0.03657057031204826,0.03744984343647957
0.03613344364260372,0.037206737995147704
0.035838463055460075,0.036911678612232206
0.035475989399771944,0.03673930421471596
0.035200345751486325,0.03640447869896889
0.03492822803949055,0.03642480835318565
0.034649805763834404,0.03607676237821579
0.0344144596081031,0.03584339037537575
0.034205453976204524,0.035787862688302995
0.033973378688097,0.035779635459184646
0.03382761785858556,0.03585129201412201
0.033624476821799025,0.03550231248140335
0.03340480146439452,0.03542139008641243
0.03320812610419173,0.035189194083213804
0.03304162857563872,0.035546970963478086
0.03289618768974355,0.03500158533453941
0.03271767817829785,0.03493775129318237
0.032543435928068666,0.03512308046221733
0.03239589573129227,0.03531141370534897
0.03227486933532514,0.034798237830400466
0.032090320732248455,0.03481367692351341
0.03194145516345376,0.03481831669807434
0.03186786089288561,0.034880739152431485
0.031675146653463965,0.03482359573245049
0.03152944336596288,0.03477312281727791
0.031395659870223,0.03455919355154038
0.03132549679985172,0.034549452811479565
0.03113691826400004,0.03465197563171387
0.030999443629070332,0.03437956616282463
0.030899699855791895,0.03471959248185158
0.03079049983699071,0.034482126533985136
0.030664185834558388,0.034488915503025054
0.030540201577701067,0.034549516290426255
0.030424541340846763,0.03428054735064506
0.030314695831192166,0.03439880058169365
0.030207950782619026,0.034382925182580945
0.030117957709651245,0.034317818731069566
0.02994410333664794,0.03426417782902717
0.02985057855122968,0.03451001688838005
0.029749475474420348,0.03443430602550507
0.02965211677708124,0.03431346923112869
0.029523782039943495,0.03439349502325058
0.029444366070000748,0.0344974048435688
0.029331752622598097,0.034516152292490006
0.029234197461291363,0.03443711116909981
0.02913265474140644,0.03443400204181671
0.029069329915862335,0.03456556126475334
0.02894846402108669,0.03444857701659203
0.028860822327827152,0.034461384415626524
0.02874375827218357,0.03433230966329574
0.02864860054693724,0.03461565598845482
0.028579019300247494,0.03437427818775177
0.028468689004841605,0.03451407223939896
0.028389574873604273,0.0345045568048954
0.028298601931647252,0.034554173201322556
0.02824487397937398,0.03445247769355774
0.02810324723783292,0.034590727835893634
0.028034115951312215,0.03447494372725487
0.027964118672044652,0.034469035565853116
0.027906422587601763,0.03461678922176361
0.027760191116678087,0.03462990149855614
0.02772372596750134,0.034622911214828495
0.02763823911155525,0.034502071887254716
0.027548422487942797,0.03480303511023521
0.027495561842071383,0.03481787532567978
0.02741469030709643,0.0346917176246643
0.02732308546179219,0.03492565080523491
0.02726250810842765,0.034786855429410936
0.027158755734562876,0.03499278262257576
0.027092385299895938,0.03491952165961266
0.026995090626572307,0.03478559732437134
0.026925108934703627,0.03479751259088516
0.026855639466329625,0.03489059865474701
0.02677544900461247,0.03494163393974304
0.026705511745653655,0.03481492593884468
0.02667445672577933,0.035290018022060395
0.02655605947108645,0.03497190773487091
0.02649701523937677,0.035015675872564316
0.026374689940559238,0.034917378574609755
0.026345819062308262,0.0352011290192604
0.026274873073163785,0.0349177885055542
0.026161086712228623,0.03517607733607292
0.02613643452133003,0.03537940934300423
0.02610099527396654,0.035190535932779314
0.026001723647901886,0.03538248851895332
0.025957056993716643,0.03538260295987129
0.02587357627718072,0.03519084557890892
0.025802354977319114,0.035240408927202226
0.025736046739314733,0.035094382017850874
0.025673169027033604,0.03529463410377502
0.02561721603729223,0.03563921093940735
0.02550772897899151,0.035426627993583676
